Common_name,Year,Count,Image,Fact
Black marlin,1969,1.7256,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1970,1.5303,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1971,0.8971,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1972,0.6392,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1973,0.5691,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1974,0.5459,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1975,0.7887,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1976,1.3286,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1977,1.2194,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1978,1.2665,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1979,1.2511,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1980,0.5006,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1981,0.8606,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1982,0.6184,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1983,0.7125,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1984,0.6424,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1985,0.5801,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1986,1.0653,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1987,0.4398,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1988,0.3932,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1989,0.2605,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1990,0.2138,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1991,0.175,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1992,0.183,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1993,0.1207,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1994,0.121,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1995,0.1213,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1996,0.0902,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1997,0.0905,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1998,0.122,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,1999,0.091,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2000,0.1069,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2001,0.0602,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2002,0.0605,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2003,0.1233,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2004,0.0923,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2005,0.0769,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2006,0.0459,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2007,0.0774,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2008,0.0777,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2009,0.2266,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2010,0.0626,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2011,0.0472,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Black marlin,2012,0.0944,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/330px-Maind_u0.gif,"Black marlins are among the fastest fish in the ocean, capable of reaching speeds over 80 km/h (50 mph)."
Cattle egret,1950,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1951,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1952,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1953,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1954,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1955,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1956,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1957,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1958,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1959,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1960,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1961,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1962,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1963,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1964,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1965,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1966,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1967,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1968,2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1969,2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1970,22.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1971,26.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1972,56.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1973,52.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1974,98.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1975,128.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1976,172.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1977,308.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1978,319.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1979,314.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1980,454.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1981,283.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1982,468.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1983,407.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1984,352.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1985,74.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1986,70.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1987,72.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1988,211.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1989,266.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1990,522.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1991,581.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1992,1078.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1993,1808.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1994,1872.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1995,2542.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1996,3532.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1997,3094.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1998,3921.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,1999,3700.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,2000,5700.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,2001,5083.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,2002,3701.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,2004,4798.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Cattle egret,2006,6617.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg/330px-Cattle_Egret_in_breeding_plumage%2C_Wakodahatchee_Wetlands.jpg,Cattle egrets often follow livestock to feed on insects disturbed by their movements.
Common sole,1957,55107.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Solea_solea_1.jpg/330px-Solea_solea_1.jpg,Common soles are flatfish that bury themselves in sandy seabeds to camouflage and ambush prey.
Common sole,1958,60919.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Solea_solea_1.jpg/330px-Solea_solea_1.jpg,Common soles are flatfish that bury themselves in sandy seabeds to camouflage and ambush prey.
